13.38,15.94,12.59,11.47,12.61,13.43,15.97,12.08,11.84,15.23,15.43,13.79,12.51,14.78,15.8,13.39,15.25,15.25,15.87,13.48,16.25,14.49,14.58,12.41,15.33,16.3,13.46,14.59,14.92,14.76,12.78,12.98
1.82,2.212,1.731,1.607,1.738,1.826,2.296,1.674,1.649,2.13,2.098,1.864,1.724,1.951,2.259,1.801,2.055,2.055,2.27,1.809,2.381,1.888,1.905,1.713,2.198,2.407,1.829,1.91,2.018,1.95,1.754,1.775
1.718,1,1.62,1.344,1.239,2.128,1,1.735,1.354,1,1,1.4,1.512,1.224,1,1.168,1,1,1,1.209,1,1.406,1,1.709,1,1,1.557,1.399,1.484,1.426,1.59,1.659
5.429,29.24,3.715,6.863,4.357,8.946,13.88,6.307,4.724,19.96,10.96,5.987,4.833,9.541,17.53,6.966,36.28,36.28,7.608,7.056,10.09,9.953,8.809,8.106,37.93,24.88,6.467,7.026,8.893,9.801,6.748,6.861
0.06156,0.07077,0.05755,0.06422,0.06286,0.07758,0.08121,0.04197,0.05349,0.07647,0.07503,0.06491,0.06755,0.05211,0.07532,0.04439,0.09026,0.09026,0.1185,0.05875,0.1405,0.07638,0.1016,0.04809,0.1107,0.08798,0.06338,0.08642,0.08932,0.09344,0.08273,0.05847
-1.251,0.08977,-0.9465,-0.5825,-1.193,-0.6758,-1.097,-0.2236,-0.9449,0.04236,-0.8263,-0.4816,-1.343,-0.2389,-0.6043,-0.2789,-0.1722,-0.1722,-2.115,-0.4658,-2.477,-0.4728,-1.546,-0.1195,-0.3142,-0.3657,-0.4561,-0.7833,-0.8644,-0.7647,-1.175,-0.3955
13.69,13.55,9.388,10.15,13.23,12.11,12.46,7.109,11.49,13.9,10.79,8.788,14.71,10.58,10.94,8.562,21.01,21.01,19.25,9.863,23.33,11.34,15.69,7.775,27.76,16.4,8.647,11.05,13.31,12.43,14.13,8.39
